society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore,areaToBedRatio
  unitech escape,2.55,sector 50,16451.61,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",7.0,north-east,moderatly old property,,0,0,1,0,0,1,126,775.0
  experion wdchants,7.5,sector 112,15441.63,flat,4857.0,4857.0,3399.8999999999996,4128.45,4.0,6.0,"Experion Windchants Sector 112, Gurgaon",4.0,west,relatively new property,,0,1,1,0,0,2,152,1214.25
"  sector 31, gurgaon",8.65,sector 31,,house,,,,,3.0,3.0,"  sector 31, gurgaon",4.0,north-west,relatively new property,2,0,1,0,0,0,1,73,
"  a block sushant lok phase 1, gurgaon",8.25,sector 43,,house,,,,,8.0,8.0,"  a block sushant lok phase 1, gurgaon",4.0,north,relatively new property,2,1,1,0,1,0,1,63,
  sobha city,4.2,sector 108,20270.27,flat,2072.0,2072.0,1346.8,1657.6000000000001,3.0,3.0,"Sobha City Sector 108, Gurgaon",16.0,north-east,new property,,0,0,0,0,0,2,221,690.6666666666666
  ats kocoon,2.25,sector 109,12893.98,flat,1745.0,1745.0,1134.25,1396.0,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",10.0,east,relatively new property,,0,0,0,0,0,1,197,581.6666666666666
  m3m golfestate,9.0,sector 65,24311.18,flat,3702.0,3702.0,2406.3,2961.6000000000004,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",3.0,east,relatively new property,,1,1,1,0,1,0,214,1234.0
"  sector 45, gurgaon",3.15,sector 45,14583.33,house,2160.0,2700.0,1728.0,2160.0,3.0,3.0,"  sector 45, gurgaon",4.0,east,new property,2,1,1,0,0,0,1,45,720.0
"  ansal sushant lok plots, sushant lok phase 1, gurgaon",3.25,sector 43,11648.75,house,2790.0,3627.0,2371.5,2790.0,9.0,9.0,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",5.0,north-east,relatively new property,3+,0,0,1,0,0,0,181,310.0
  puri diplomatic greens,4.5,sector 111,15254.24,flat,2950.0,2950.0,2065.0,2507.5,4.0,5.0,"Puri Diplomatic Greens Sector 111, Gurgaon",11.0,east,relatively new property,,0,1,0,0,0,2,80,737.5
  ats triumph,3.7,sector 104,11746.03,flat,3150.0,3150.0,2205.0,2677.5,4.0,4.0,"ATS Triumph Sector 104, Gurgaon",17.0,east,relatively new property,,0,1,0,0,0,2,221,787.5
"  unitech espace, nirvana country, gurgaon",10.5,sector 50,,house,,,,,4.0,4.0,"  unitech espace, nirvana country, gurgaon",2.0,west,moderatly old property,3+,1,1,1,0,1,1,105,
  umang wter hills,1.95,sector 77,9388.54,flat,2077.0,2077.0,1350.05,1661.6000000000001,3.0,4.0,"Umang Winter Hills Sector 77, Gurgaon",6.0,north-east,relatively new property,,0,1,0,1,0,1,94,692.3333333333334
  aipl the peaceful homes,4.15,sector 70,16767.68,flat,2475.0,2475.0,1608.75,1980.0,3.0,4.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",15.0,north-east,new property,,0,1,0,0,0,1,94,825.0
  indiabulls centrum park,1.5,sector 103,10541.11,flat,1423.0,1423.0,853.8,1067.25,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",2.0,north-west,relatively new property,,0,0,0,0,0,1,101,711.5
  dlf regency park 2,3.2,sector 28,20645.16,flat,1550.0,1550.0,1007.5,1240.0,3.0,3.0,"DLF Regency Park 2 DLF Phase 4, Gurgaon",17.0,north-west,old property,,0,0,0,0,0,2,158,516.6666666666666
"  sector 43, sector 43, gurgaon",3.1,sector 43,,house,,,,,2.0,3.0,"  sector 43, sector 43, gurgaon",1.0,south,moderatly old property,2,0,0,1,0,0,1,113,
"  block c, sushant lok phase 1, gurgaon",3.5,sector 43,,house,,,,,11.0,11.0,"  block c, sushant lok phase 1, gurgaon",5.0,north,new property,3+,0,0,0,0,0,0,34,
  tashee capital gateway,2.45,sector 111,11655.57,flat,2102.0,2102.0,1366.3,1681.6000000000001,3.0,3.0,"Tashee Capital Gateway Sector 111, Gurgaon",7.0,east,new property,,0,0,0,0,0,2,70,700.6666666666666
"  south city 2, gurgaon",2.0,sector 49,,house,,,,,4.0,4.0,"  south city 2, gurgaon",4.0,na,moderatly old property,3,0,0,0,0,0,2,8,
  ireo the corridors,3.28,sector 67,16683.62,flat,1966.0,1966.0,1277.9,1572.8000000000002,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",4.0,north,relatively new property,,1,1,0,0,0,1,114,655.3333333333334
"  whisperg meadows, sushant lok phase 1, gurgaon",24.0,sector 43,,house,,,,,16.0,16.0,"  whisperg meadows, sushant lok phase 1, gurgaon",4.0,west,new property,3+,0,1,0,0,0,1,148,
"  dependent house, sector 52, gurgaon",4.85,sector 52,,house,,,,,8.0,8.0,"  dependent house, sector 52, gurgaon",3.0,west,relatively new property,3,0,0,0,0,1,2,26,
  ramprastha the edge towers,1.48,sector 37,8361.58,flat,1770.0,1770.0,1150.5,1416.0,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",7.0,south-west,relatively new property,,0,0,0,0,0,2,61,590.0
  conscient elevate,8.1,sector 59,23858.62,flat,3395.0,3395.0,2376.5,2885.75,4.0,4.0,"Conscient Elevate Sector 59, Gurgaon",16.0,east,new property,,0,1,0,0,0,1,186,848.75
"  sector 38, gurgaon",5.5,sector 38,,house,,,,,3.0,3.0,"  sector 38, gurgaon",2.0,north-east,moderatly old property,3,1,1,1,0,1,1,140,
  conscient elevate,5.0,sector 59,23866.35,flat,2095.0,2095.0,1361.75,1676.0,3.0,4.0,"Conscient Elevate Sector 59, Gurgaon",20.0,north,new property,,0,1,0,0,0,2,137,698.3333333333334
  godrej air,2.56,sector 85,13996.72,flat,1829.0,1829.0,1188.8500000000001,1463.2,3.0,3.0,"Godrej Air Sector 85, Gurgaon",7.0,na,new property,,0,0,0,0,0,1,63,609.6666666666666
  sare crescent parc,1.2,sector 92,9600.0,flat,1250.0,1250.0,812.5,1000.0,3.0,2.0,"Sare Crescent Parc Sector 92, Gurgaon",10.0,east,new property,,1,0,0,0,0,2,94,416.6666666666667
  conscient elevate,5.3,sector 59,23093.68,flat,2295.0,2295.0,1491.75,1836.0,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",10.0,south-west,relatively new property,,0,1,0,0,0,1,137,765.0
  ashiana the center court,2.72,sector 88,12505.75,flat,2175.0,2175.0,1413.75,1740.0,3.0,5.0,"Ashiana The Center Court Sector 88A, Gurgaon",15.0,east,new property,,0,1,0,0,0,1,87,725.0
"  vatika signature villas, sector 82, gurgaon",13.0,sector 82,25793.65,house,5040.0,6552.0,4284.0,5040.0,6.0,9.0,"  vatika signature villas, sector 82, gurgaon",3.0,east,relatively new property,2,0,1,0,0,0,2,45,840.0
  parsvnath exotica,5.7,sector 53,19764.22,flat,2884.0,2884.0,1874.6000000000001,2307.2000000000003,3.0,3.0,"Parsvnath Exotica Sector 53, Gurgaon",9.0,north-east,old property,,0,1,0,0,0,1,206,961.3333333333334
  parsvnath exotica,8.95,sector 53,26401.18,flat,3390.0,3390.0,2373.0,2881.5,4.0,4.0,"Parsvnath Exotica Sector 53, Gurgaon",8.0,north-east,moderatly old property,,0,1,1,0,1,1,187,847.5
  the close south,3.9,sector 50,15408.93,flat,2531.0,2531.0,1645.15,2024.8000000000002,3.0,3.0,"The Close South Pocket H Nirvana Country, Gurgaon",3.0,south,moderatly old property,,0,1,0,0,0,1,221,843.6666666666666
"  dlf city plots phase 3, t block, dlf phase 3, gurgaon",8.35,sector 23,29298.25,house,2850.0,3705.0,2422.5,2850.0,6.0,6.0,"  dlf city plots phase 3, t block, dlf phase 3, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,174,475.0
  dlf new town heights 2,2.5,sector 86,10575.3,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,5.0,"DLF New Town Heights 2 Sector 86, Gurgaon",18.0,south,moderatly old property,,1,1,0,0,0,1,143,591.0
  bestech park view grand spa,4.56,sector 81,13141.21,flat,3470.0,3470.0,2429.0,2949.5,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",6.0,north,moderatly old property,,0,1,1,0,0,1,180,867.5
"  assotech blith, sector 99, gurgaon",7.15,sector 99,,house,,,,,4.0,4.0,"  assotech blith, sector 99, gurgaon",2.0,east,under construction,3,0,1,1,0,0,2,207,
"  vatika independent floors, sector 82, gurgaon",1.02,sector 82,,house,,,,,2.0,2.0,"  vatika independent floors, sector 82, gurgaon",2.0,west,relatively new property,2,0,0,0,1,0,2,83,
  bestech park view grand spa,3.4,sector 81,12781.95,flat,2660.0,2660.0,1729.0,2128.0,3.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,1,124,886.6666666666666
  m3m heights,3.67,sector 65,18995.86,flat,1932.0,1932.0,1255.8,1545.6000000000001,3.0,3.0,"M3M Heights Sector 65, Gurgaon",12.0,north-east,relatively new property,,0,0,0,0,0,0,112,644.0
  tata gurgaon gateway,2.25,sector 113,14240.51,flat,1580.0,1580.0,948.0,1185.0,2.0,2.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",15.0,east,relatively new property,,0,0,1,0,0,1,110,790.0
  godrej meridien,2.8,sector 106,15094.34,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Meridien Sector 106, Gurgaon",0.0,north,new property,,0,0,0,0,1,2,92,618.3333333333334
"  dlf city , v block dlf phase 3, gurgaon",12.6,sector 23,,house,,,,,5.0,6.0,"  dlf city , v block dlf phase 3, gurgaon",2.0,north,relatively new property,3+,1,1,1,0,1,1,158,
"  unitech nirvana birch court, nirvana country, gurgaon",6.1,sector 50,20333.33,house,3000.0,3900.0,2550.0,3000.0,4.0,4.0,"  unitech nirvana birch court, nirvana country, gurgaon",4.0,north-east,moderatly old property,3,0,1,0,0,1,1,198,750.0
  mapsko mount ville,1.9,sector 79,12751.68,flat,1490.0,1490.0,968.5,1192.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",15.0,north,relatively new property,,0,0,0,0,0,1,221,496.6666666666667
  emaar mgf emerald floors premier,3.73,sector 65,,flat,,,,,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",2.0,east,relatively new property,,0,1,1,0,0,1,148,
  experion wdchants,5.8,sector 112,15413.23,flat,3763.0,3763.0,2445.9500000000003,3010.4,3.0,5.0,"Experion Windchants Sector 112, Gurgaon",9.0,north-east,relatively new property,,0,1,0,0,0,1,197,1254.3333333333333
  bptp park generations,2.2,sector 37,10000.0,flat,2200.0,2200.0,1430.0,1760.0,3.0,3.0,"BPTP Park Generations Sector 37D, Gurgaon",19.0,north,relatively new property,,1,0,0,0,0,2,183,733.3333333333334
"  dlf phase 1, gurgaon",10.98,sector 26,,house,,,,,4.0,5.0,"  dlf phase 1, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,199,
  emaar mgf palm terraces select,4.22,sector 66,,flat,,,,,4.0,4.0,"Emaar Mgf Palm Terraces Select Sector 66, Gurgaon",3.0,north-west,relatively new property,,0,1,0,0,1,1,212,
"  unitech greenwood city, block c sector 45, gurgaon",3.5,block c sector 45,,house,,,,,6.0,6.0,"  unitech greenwood city, block c sector 45, gurgaon",4.0,east,old property,3+,1,1,1,0,0,2,20,
  cosmos express 99,0.78,sector 99,9811.32,flat,795.0,795.0,437.25000000000006,556.5,1.0,1.0,"Cosmos Express 99 Sector 99, Gurgaon",2.0,north-east,relatively new property,,0,0,0,0,0,2,118,795.0
  sobha city,3.2,sector 108,18702.51,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",17.0,west,relatively new property,,0,0,0,1,0,2,166,570.3333333333334
"  mayfield gardens, sector 50, gurgaon",9.8,sector 50,,house,,,,,4.0,4.0,"  mayfield gardens, sector 50, gurgaon",3.0,east,moderatly old property,3,1,1,1,0,0,0,161,
  vipul lavanya,1.42,sector 81,9281.05,flat,1530.0,1530.0,994.5,1224.0,3.0,3.0,"Vipul Lavanya Sector 81, Gurgaon",4.0,north-east,moderatly old property,,0,0,0,0,0,1,87,510.0
"  dlf phase 1, gurgaon",7.0,sector 26,,house,,,,,6.0,6.0,"  dlf phase 1, gurgaon",2.0,north-east,old property,3+,1,1,0,0,0,1,142,
"  emaar mgf marbella, sector 66, gurgaon",18.0,sector 66,40000.0,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,0,193,900.0
"  sector 39, gurgaon",4.65,sector 39,27629.23,house,1683.0,2187.9,1430.55,1683.0,7.0,7.0,"  sector 39, gurgaon",2.0,north-east,moderatly old property,3+,0,0,0,0,0,0,25,480.85714285714283
"  g block dlf city phase 1, gurgaon",25.0,sector 26,55334.22,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,8.0,8.0,"  g block dlf city phase 1, gurgaon",3.0,east,relatively new property,3+,1,1,1,0,0,0,63,564.75
  puri emerald bay,2.1,sector 104,13548.39,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",8.0,south-east,relatively new property,,0,0,0,0,0,2,155,775.0
"  dlf phase 4, gurgaon",11.5,sector 28,,house,,,,,4.0,4.0,"  dlf phase 4, gurgaon",2.0,south-west,moderatly old property,3+,1,1,1,0,1,0,207,
  unitech fresco,2.75,sector 50,14651.04,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,4.0,"Unitech Fresco Nirvana Country, Gurgaon",7.0,north,old property,,0,1,0,0,0,1,70,625.6666666666666
  m3m woodshire,1.45,sector 107,9415.58,flat,1540.0,1540.0,924.0,1155.0,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",14.0,west,relatively new property,,0,0,1,0,0,2,77,770.0
  m3m heights,3.44,sector 65,,flat,,,,,3.0,3.0,"M3M Heights Sector 65, Gurgaon",24.0,north-east,relatively new property,,0,1,0,0,0,1,39,
  shapoorji pallonji joyville gurugram,2.4,sector 102,14184.4,flat,1692.0,1692.0,1099.8,1353.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",20.0,north-east,new property,,0,0,0,0,0,1,94,564.0
  rof ananda,0.61,sector 95,,flat,,,,,2.0,2.0,"ROF Ananda Sector 95, Gurgaon",7.0,south-west,relatively new property,,1,0,1,0,0,2,76,
  unitech harmony,4.0,sector 50,14814.81,flat,2700.0,2700.0,1755.0,2160.0,3.0,3.0,"Unitech Harmony Nirvana Country, Gurgaon",5.0,north-east,moderatly old property,,0,1,0,0,0,2,110,900.0
"  madanpuri, gurgaon",2.5,sector 7,,house,,,,,4.0,4.0,"  madanpuri, gurgaon",2.0,north-east,old property,1,0,1,0,0,0,2,118,
  raheja vedaanta,1.25,sector 108,8305.65,flat,1505.0,1505.0,903.0,1128.75,2.0,2.0,"Raheja Vedaanta Sector 108, Gurgaon",6.0,north,moderatly old property,,0,0,0,1,0,2,117,752.5
  dlf the ultima,3.75,sector 81,17857.14,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",19.0,west,relatively new property,,0,1,0,0,0,0,148,700.0
  tata primanti,4.35,sector 72a,19908.47,flat,2185.0,2185.0,1420.25,1748.0,3.0,4.0,"Tata Primanti Sector 72A, Gurgaon",19.0,east,relatively new property,,0,1,0,0,0,1,221,728.3333333333334
  conscient elevate,5.5,sector 59,23965.14,flat,2295.0,2295.0,1491.75,1836.0,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",11.0,east,new property,,0,1,0,0,0,0,120,765.0
"  vipul tatvam villa, sector 48, gurgaon",7.75,sector 48,,house,,,,,3.0,3.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,east,moderatly old property,3,0,1,0,0,0,1,86,
"  sector 39, gurgaon",3.75,sector 39,,house,,,,,5.0,5.0,"  sector 39, gurgaon",3.0,east,relatively new property,3+,1,0,1,0,1,1,123,
"  sector 23, gurgaon",4.5,sector 23,,house,,,,,3.0,2.0,"  sector 23, gurgaon",1.0,west,old property,0,0,0,0,0,0,2,49,
"  dlf phase 2, gurgaon",8.5,sector 25,,house,,,,,4.0,4.0,"  dlf phase 2, gurgaon",3.0,north,moderatly old property,2,0,1,0,1,0,1,57,
"  dependent house, sector 40, gurgaon",8.1,sector 40,,house,,,,,10.0,8.0,"  dependent house, sector 40, gurgaon",3.0,north-west,moderatly old property,3,0,1,1,0,1,1,106,
"  dlf city, v block dlf phase 3, gurgaon",6.5,sector 23,,house,,,,,4.0,5.0,"  dlf city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3+,1,1,0,0,1,1,165,
  emaar mgf the enclave,3.75,sector 66,,flat,,,,,4.0,4.0,"Emaar MGF The Enclave Sector 66, Gurgaon",6.0,south,relatively new property,,0,1,0,0,0,1,87,
  m3m heights,3.45,sector 65,,flat,,,,,3.0,3.0,"M3M Heights Sector 65, Gurgaon",20.0,north-east,relatively new property,,1,1,0,0,1,1,203,
  m3m escala,2.27,sector 70,15013.23,flat,1512.0,1512.0,907.1999999999999,1134.0,2.0,2.0,"M3M Escala Sector 70A, Gurgaon",8.0,north,moderatly old property,,0,0,0,0,0,2,32,756.0
  shapoorji pallonji joyville gurugram,1.78,sector 102,14650.21,flat,1215.0,1215.0,729.0,911.25,2.0,2.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",9.0,north,relatively new property,,0,0,0,0,0,2,140,607.5
  ramprastha the edge towers,1.1,sector 37,7692.31,flat,1430.0,1430.0,858.0,1072.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",10.0,north-west,new property,,0,0,0,0,0,2,116,715.0
"  dlf the grove, dlf phase 5, gurgaon",12.0,sector 54,26666.67,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  dlf the grove, dlf phase 5, gurgaon",4.0,east,new property,3+,0,1,0,0,0,2,47,900.0
  dlf the primus,3.72,sector 82,16131.83,flat,2306.0,2306.0,1614.1999999999998,1960.1,4.0,4.0,"DLF The Primus Sector 82A, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,1,1,187,576.5
  pareena coban residences,1.9,sector 99,9514.27,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,3.0,"Pareena Coban Residences Sector 99A, Gurgaon",10.0,north-east,new property,,0,1,0,0,0,2,151,665.6666666666666
  central park flower valley aqua front towers,3.83,sector 33,14730.77,flat,2600.0,2600.0,1819.9999999999998,2210.0,4.0,4.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",8.0,north,relatively new property,,0,1,0,0,1,2,181,650.0
  sobha city,2.69,sector 108,19478.64,flat,1381.0,1381.0,828.6,1035.75,2.0,2.0,"Sobha City Sector 108, Gurgaon",2.0,na,new property,,0,0,0,0,0,2,77,690.5
"  central park flower valley, sector-33 sohna, gurgaon",7.5,sector 33,,house,,,,,4.0,3.0,"  central park flower valley, sector-33 sohna, gurgaon",2.0,east,new property,3+,0,1,1,0,0,1,63,
  tata gurgaon gateway,3.75,sector 113,13066.2,flat,2870.0,2870.0,1865.5,2296.0,3.0,4.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,1,117,956.6666666666666
"  sector 45, gurgaon",8.5,sector 45,,house,,,,,12.0,12.0,"  sector 45, gurgaon",4.0,north-east,relatively new property,3+,0,0,0,0,0,1,98,
"  nirvana country, gurgaon",9.49,sector 50,,house,,,,,4.0,3.0,"  nirvana country, gurgaon",1.0,east,old property,3,0,1,0,0,0,2,207,
  emaar mgf the palm drive,4.3,sector 66,22051.28,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",5.0,east,moderatly old property,,0,1,0,0,0,1,70,650.0
"  sector 46, sector 46, gurgaon",8.5,sector 46,,house,,,,,10.0,10.0,"  sector 46, sector 46, gurgaon",4.0,north-east,moderatly old property,3+,1,0,0,0,0,1,40,
  dlf new town heights 1,2.34,sector 90,9898.48,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",3.0,south-east,moderatly old property,,1,1,0,0,0,1,172,591.0
  central park resorts,5.0,sector 48,29411.76,flat,1700.0,1700.0,1105.0,1360.0,3.0,3.0,"Central Park Resorts Sector 48, Gurgaon",7.0,north-west,relatively new property,,0,0,0,0,1,1,221,566.6666666666666
  tata primanti,4.75,sector 72,16351.12,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,5.0,"Tata Primanti Sector 72, Gurgaon",22.0,north,new property,,0,1,0,0,0,1,221,726.25
  pareena coban residences,1.75,sector 99,8763.14,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",16.0,north-east,new property,,0,1,0,0,0,2,85,665.6666666666666
"  vatika signature villas, sector 82, gurgaon",5.9,sector 82,,house,,,,,4.0,4.0,"  vatika signature villas, sector 82, gurgaon",3.0,west,relatively new property,3+,1,1,1,0,1,2,110,
  spaze kalistaa,3.75,sector 84,11718.75,flat,3200.0,3200.0,2080.0,2560.0,3.0,3.0,"Spaze Kalistaa Sector 84, Gurgaon",14.0,north-west,relatively new property,,0,1,1,0,0,0,147,1066.6666666666667
"  sector 47, gurgaon",2.75,sector 47,,house,,,,,3.0,2.0,"  sector 47, gurgaon",,north-east,moderatly old property,1,0,0,0,0,0,2,10,
"  unitech uniworld resorts, sector 33, gurgaon",15.0,sector 33,33333.33,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  unitech uniworld resorts, sector 33, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,2,63,900.0
  ireo the corridors,1.97,sector 67,13274.93,flat,1484.0,1484.0,890.4,1113.0,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",2.0,south-west,relatively new property,,0,0,1,1,0,2,99,742.0
"  whisperg meadows, sushant lok phase 1, gurgaon",13.0,sector 43,,house,,,,,4.0,4.0,"  whisperg meadows, sushant lok phase 1, gurgaon",2.0,north-east,old property,3+,1,1,1,0,1,1,138,
"  emaar mgf marbella, sector 66, gurgaon",16.9,sector 66,,house,,,,,5.0,5.0,"  emaar mgf marbella, sector 66, gurgaon",2.0,north,relatively new property,3+,1,1,1,0,1,1,207,
  m3m woodshire,1.8,sector 107,,flat,,,,,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",8.0,east,relatively new property,,0,0,1,0,0,2,110,
"  laxman vihar phase 2, gurgaon",0.7,sector 46,12962.96,house,540.0,648.0,405.0,540.0,2.0,2.0,"  laxman vihar phase 2, gurgaon",2.0,west,old property,1,0,0,1,0,1,2,36,270.0
  shapoorji pallonji joyville gurugram,2.48,sector 102,13390.93,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",8.0,north,relatively new property,,0,0,0,0,0,2,140,617.3333333333334
  microtek greenburg,3.55,sector 86,15536.11,flat,2285.0,2285.0,1485.25,1828.0,3.0,4.0,"Microtek Greenburg Sector 86, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,1,94,761.6666666666666
"  palam vihar, gurgaon",3.25,sector 1,,house,,,,,8.0,8.0,"  palam vihar, gurgaon",4.0,north,new property,3+,1,1,0,0,0,1,63,
  spaze kalistaa,4.65,sector 84,,flat,,,,,4.0,4.0,"Spaze Kalistaa Sector 84, Gurgaon",15.0,south,new property,,1,1,1,0,1,1,94,
"  block k south city 1, gurgaon",11.0,block k sector 41,,house,,,,,8.0,5.0,"  block k south city 1, gurgaon",2.0,north-west,old property,3+,0,0,1,0,0,2,22,
"  sector 46, gurgaon",3.85,sector 46,,house,,,,,3.0,3.0,"  sector 46, gurgaon",1.0,north-west,relatively new property,2,1,1,1,0,1,1,104,
  m3m golfestate,7.5,sector 65,19510.93,flat,3844.0,3844.0,2498.6,3075.2000000000003,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",4.0,east,moderatly old property,,1,1,1,1,0,1,203,1281.3333333333333
  experion the heartsong,1.4,sector 108,10911.93,flat,1283.0,1283.0,769.8,962.25,2.0,2.0,"Experion The Heartsong Sector 108, Gurgaon",3.0,north-east,relatively new property,,0,1,0,0,0,1,221,641.5
"  central park flower valley flamgo floors, sector-33 sohna, gurgaon",1.32,sector 33,,house,,,,,2.0,2.0,"  central park flower valley flamgo floors, sector-33 sohna, gurgaon",2.0,north-east,relatively new property,3+,0,0,1,0,0,1,75,
