,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,links
958, in M3M Woodshire,1.87 Crore,1943.0,1400.0,3 Bedrooms,3 Bathrooms,Store Room,"M3M Woodshire
Sector 107, Gurgaon",6th   of 14 Floors,West,1 to 5 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in m3m woodshire that is situated in sector 107 gurgaon. The flat is facing the north-East direction. The flat occupies a super built up area of 1943 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. This ...","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '14 Light', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",J78794325,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1943-sq-ft-spid-J78794325
959, in M3M Woodshire,2.18 Crore,2361.0,1800.0,3 Bedrooms,4 Bathrooms,Servant Room,"M3M Woodshire
Sector 107, Gurgaon",6th   of 14 Floors,West,1 to 5 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","This 3 bhk apartment is available for sale in m3m woodshire, one of the most prominent projects for flats in sector 107 gurgaon. This property faces the north-East direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2361 sq.Ft....","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '16 Light', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",S78853829,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-2361-sq-ft-spid-S78853829
960, in Emaar Gurgaon Greens,1.83 Crore,1650.0,1022.58,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar Gurgaon Greens
Sector 102, Gurgaon",2nd   of 16 Floors,South-East,1 to 5 Year Old,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']","This lovely 3 bhk apartment/flat in sector 102 gurgaon is available for sale in one of gurgaon's most popular projects, emaar gurgaon greens. The flat is south-East-Facing. Constructed on a super built up area of 1650 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The resident...","['5 Fan', '1 Exhaust Fan', '6 Light', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",Q79652341,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-Q79652341
961, in ATS Kocoon,2.5 Crore,2095.0,1860.0,3 Bedrooms,4 Bathrooms,Servant Room,"ATS Kocoon
Sector 109, Gurgaon",12nd   of 34 Floors,North-East,1 to 5 Year Old,"['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir', 'ICICI BANK ATM, Annapurna MKT', 'ESIC Dispensary', 'IGIA Airport', 'Canara Bank New Palam Vihar', 'Gurgaon Gramin Bank', 'Daultabad Stadium', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City', 'Conscient One']","Check out this 3 bhk apartment for sale in ats kocoon, a popular residential project that houses in-Demand flats in sector 109 gurgaon. The flat is -Facing. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 17...","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",,Z80392077,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-2095-sq-ft-spid-Z80392077
962, in Ireo Victory Valley,4.45 Crore,2411.0,2400.0,3 Bedrooms,3 Bathrooms,"Pooja Room,Servant Room","Ireo Victory Valley
Sector 67, Gurgaon",31st   of 51 Floors,North-East,1 to 5 Year Old,"['AIPL Joy Street Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone (Gurugram)', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course', 'PVR Drive in Theatre']","This 3 bhk apartment is available for sale in ireo victory valley, one of the most prominent projects for flats in sector 67 gurgaon. The flat is north-East-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2411 sq.Ft. This flat is situat...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '15 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",Y79751121,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2411-sq-ft-spid-Y79751121
963, in Unitech Harmony,2.55 Crore,1795.0,1790.0,2 Bedrooms,2 Bathrooms,Study Room,"Unitech Harmony
Nirvana Country, Gurgaon",15th   of 19 Floors,East,5 to 10 Year Old,"['Huda Metro Station (Gurugram)', 'M3M Cosmopolitan Mall', 'Golf Course Ext Road', 'The Sylvan Trails School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Leisure Valley Park', 'Vipul Trade Centre', 'Hyatt Regency Hotel', ""Oyster's Water Park"", 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon']","Check out this 2 bhk apartment for sale in unitech harmony, a popular residential project that houses in-Demand flats in nirvana country, gurgaon. This residential flat is east-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1...","['4 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '8 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",F79951943,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-harmony-nirvana-country-gurgaon-1795-sq-ft-spid-F79951943
964, in Shapoorji Pallonji Joyville Gurugram,2.45 Crore,1669.0,,3 Bedrooms,3 Bathrooms,,"Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon",9th   of 26 Floors,North,1 to 5 Year Old,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'Basai Dhankot Railway Station', 'Hyatt Place Gurgaon Udyog Vihar']","This beautiful 3 bhk flat in sector 102 gurgaon is situated in shapoorji pallonji joyville gurugram, one of the popular residential society in gurgaon. The flat is south-West-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1669 sq.Ft. T...","['5 Fan', '3 Geyser', '6 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",W79100065,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1669-sq-ft-spid-W79100065
965, in M3M Heights,3.7 Crore,,1932.0,3 Bedrooms,3 Bathrooms,Pooja Room,"M3M Heights
Sector 65, Gurgaon",5th   of 34 Floors,South-West,1 to 5 Year Old,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","M3m heights sector 65 has 6 towers, with 34 floors each and 800 units on offer. *spread over an area of 14.41 acres, m3m heights sector 65, gurgaon is one of ...
2,17,08,961.00 to 3,28,88,402.00
 Additional details :Piped gas facility is available in the property.
The apartment has borings water s...","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '8 Light', '3 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Microwave', 'No Bed', 'No Fridge', 'No Sofa', 'No Wardrobe', 'No Washing Machine']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",K80602557,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1932-sq-ft-spid-K80602557
966, in M3M Heights,3.5 Crore,,1400.0,3 Bedrooms,3 Bathrooms,Study Room,"M3M Heights
Sector 65, Gurgaon",5th   of 34 Floors,North-West,1 to 5 Year Old,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","M3m heights sector 65 has 6 towers, with 34 floors each and 800 units on offer. *spread over an area of 14.41 acres, m3m heights sector 65, gurgaon is one of ...
2,17,08,961.00 to 3,28,88,402.00
 Additional details :Piped gas facility is available in the property.
The apartment has borings water s...","['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '6 Light', '1 Modular Kitchen', '1 Curtains', '3 AC', '1 Chimney', '3 Wardrobe', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Sofa', 'No TV']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",L80602399,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1400-sq-ft-spid-L80602399
967, in Ansal API Esencia,1.6 Crore,,1638.0,3 Bedrooms,3 Bathrooms,,"Ansal API Esencia
Sector 67, Gurgaon",3rd   of 4 Floors,,0 to 1 Year Old,"['Proposed Metro corridor', 'N.H-8', 'Golf Course Road', 'Shiskshantar', 'DPS', 'Amity', 'Pathways', 'GD Goenka', 'Medicity', 'Artemis', 'Max, Fortis', 'Apollo']","We are the proud owners of this 3 bhk apartment available in ranipokhari, sector 67 gurgaon, gurgaon. This unfurnished apartment is a 0-1 year old property, priced approximately at rs. 9768.00 per sq.Ft. Or rs. Rs1.6 crore.  it is a resale and a ready to move in apartment. The unit is located on 3rd...",,,P80890807,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-1638-sq-ft-spid-P80890807
968, in Pareena Coban Residences,1.6 Crore,1550.0,1450.0,2 Bedrooms,2 Bathrooms,Study Room,"Pareena Coban Residences
Sector 99A, Gurgaon",9th   of 20 Floors,East,1 to 5 Year Old,"['Dwarka Expressway', 'MDS Public School', 'SGT University', 'The Care Hospital', 'Indira Gandhi International Airport', 'Basai Dhankot', 'SK Residency', 'Rangmanch Farms', 'Daultabad stadium']","Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in pareena coban residences that is situated in sector 99a gurgaon. This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built ...","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '5 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",X78872365,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-coban-residences-sector-99a-gurgaon-1550-sq-ft-spid-X78872365
969, in M3M Flora,1.6 Crore,1270.0,,2 Bedrooms,2 Bathrooms,,"M3M Flora
Sector 68, Gurgaon",13rd   of 24 Floors,East,0 to 1 Year Old,,"This lovely 2 bhk apartment/flat in sector 68 gurgaon is available for sale in one of gurgaon's most popular projects, m3m flora. The flat is east-Facing. Constructed on a super built up area of 1270 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. The residential buil...","['3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",S80870689,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-flora-sector-68-gurgaon-1270-sq-ft-spid-S80870689
970, in Emaar Gurgaon Greens,1.9 Crore,1650.0,1022.58,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar Gurgaon Greens
Sector 102, Gurgaon",6th   of 14 Floors,East,1 to 5 Year Old,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']","This lovely 3 bhk apartment/flat in sector 102 gurgaon is available for sale in one of gurgaon's most popular projects, emaar gurgaon greens. This residential flat is east-Facing direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1650 s...","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",,J75722965,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-r2-spid-J75722965
