propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"4 BHK Flatin Sector 110, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3400-sq-ft-spid-H78575271,3.2,  Indiabulls Enigma,4.7,3400.0,,4 Bedrooms,5 Bathrooms,Servant Room,"Indiabulls Enigma Sector 110, Gurgaon",3rd   of 15 Floors,West,1 to 5 Year Old,"Dwarka Sector 21 Metro Station Gurgaon Dreamz Mall HUDA Market, Sector 14 Dwarka Expressway Delhi Gurgaon Expressway Sanskar Bharti Public School The NorthCap University Manipal Hospital, Gurugram Indira Gandhi International Airport Gurgaon Railway Station The Oberoi, Gurgaon Fun N Food Village InfinityS Badminton Academy F9 Go Karting Gurgaon SCC Rooftop Drive-In","This lovely 4 bhk apartment/flat in sector 110 gurgaon is available for sale in one of gurgaon's most popular projects, indiabulls enigma. The flat is facing the west direction. The flat occupies a super built up area of 3400 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and 3 balconies. This flat...","['4 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Separate entry for servant room Visitor Parking Swimming Pool Park Security Personnel Internetwi-fi connectivity Spacious Interiors Low Density Society Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center Water softening plant,H78575271,"4 BHK flat in  Indiabulls Enigma ,  Sector 110",110
"2 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1366-sq-ft-spid-G80409607,3.4,  Godrej Meridien,2.1,1366.0,956.0,2 Bedrooms,2 Bathrooms,,"Godrej Meridien Sector 106, Gurgaon",12nd   of 34 Floors,East,0 to 1 Year Old,"Huda metro station Gurgaon Dreamz Mall Dwarka Expressway Delhi Ajmer Expressway Euro International School, Sector- 109 The NorthCap University Dev Hospital Indira Gandhi International Airport Gurgaon Railway Station Infinity Business Park Hamoni Golf Camp Tau DeviLal Sports Complex","Godrej meridien is one of the most popular destination for buying apartments/ flats in sector 106 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. ...","['3 Wardrobe', '1 Exhaust Fan', '3 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Intercom Facility Lift Centrally Air Conditioned Maintenance Staff No open drainage around Piped-gas Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Shopping Centre Fitness Centre  GYM Club house  Community Center,G80409607,"2 BHK flat in  Godrej Meridien ,  Sector 106",106
"2 BHK Flatin Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1103-sq-ft-spid-L79916553,,  Smart World Gems,1.16,1103.0,950.0,2 Bedrooms,2 Bathrooms,Study Room,"Smart World Gems Sector 89, Gurgaon",3rd   of 4 Floors,North-East,0 to 1 Year Old,"Millennium City Centre Gurugram Airia Mall Dwarka Expy RPS International School SGT University Genesis Hospital Sector 84 Indira Gandhi International Airport Gurgaon Railway Station AS Business Park Holiday Inn Gurugram Sector 90 AapnoGhar (Resort,Water, Amusemnt Park) Manesar Golf Course Nakhrola Stadium","Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in smart world gems that is situated in sector 89 gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 1103 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The flat has a total...","['2 Wardrobe', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,L79916553,"2 BHK flat in  Smart World Gems ,  Sector 89",89
"3 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-L79525509,4.1,  Emaar Gurgaon Greens,1.83,1650.0,1022.58,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar Gurgaon Greens Sector 102, Gurgaon",2nd   of 14 Floors,East,1 to 5 Year Old,JMS Marine Square Mall Dwarka Expressway Basai Road Prime Scholars Int. School DPG Institute of Technology Vibrant Hospital Indira Gandhi International Airport IMT Manesar SkyJumper Trampoline Park Ramgarh Farms & Resort,"This 3 bhk apartment is available for sale in emaar gurgaon greens, one of the most prominent projects for flats in sector 102 gurgaon. The flat is facing the east direction. The flat occupies a super built up area of 1650 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The flat has...","['1 Stove', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift High Ceiling Height Maintenance Staff Separate entry for servant room No open drainage around Swimming Pool Park Security Personnel Internetwi-fi connectivity Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,L79525509,"3 BHK flat in  Emaar Gurgaon Greens ,  Sector 102",102
"3 BHK Flatin Sector 92, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-1426-sq-ft-spid-D79858353,,  Sare Homes,1.22,1426.0,1386.0,3 Bedrooms,2 Bathrooms,,"Sare Homes Sector 92, Gurgaon",6th   of 19 Floors,East,5 to 10 Year Old,Yadav Clinic Bangali Clinic Dr. J. S. Sarkar Clinic Sagar Clinic Vijay Petrol Pump HP Petrol Pump Essar Petrol Pump Indian Oil,Very nice and premium flat ina very good and specious society.,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '16 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Security  Fire Alarm Intercom Facility Lift Maintenance Staff Water Storage Park Visitor Parking,D79858353,"3 BHK flat in  Sare Homes ,  Sector 92",92
"3 BHK Flatin Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhagwanti-apartment-sector-56-gurgaon-2000-sq-ft-r1-spid-H79344447,,  Bhagwanti Apartment,2.5,2000.0,1950.0,3 Bedrooms,3 Bathrooms,Pooja Room,"Bhagwanti Apartment Sector 56, Gurgaon",4th   of 9 Floors,East,10+ Year Old,Sector metro station Sector metro station Sector 54 chowk metro station Hong Kong Bazaar Mall Radhakrishna Shani Mandir Sanatan Dharm Mandir Icici bank ATM State bank ATM Icici bank ATM Citi bank ATM Indusind bank ATM pracksht hospital Kriti Hospital Anand Hospital Gurgaon Surgicare Hospital Gurgaon Arunodaya Deseret Eye Hospital Vatsalya Clinic HUDA Office Complex Medisca Apollo Pharmacy Intellion Park International Tech Park Heera Fuel Station HCG CNG Station Hdfc bank and atm Hdfc bank State bank of india Kotak mahindra bank Indusind bank Axis bank Icici bank Hdfc bank Hdfc bank & atm 222 Pizza Hut Wat-a-Burger Burger Singh Bikanerwala Naivedyam Restaurant Madison and Pike IILM Iilm University Sushant College of Arts & Architecture Ansal Institute of Technology Suncity School Gurugram University Unitech Business Park,"Bhagwanti apartment is one of the most popular destination for buying apartments/ flats in sector 56 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. Constructed on a super built up area of 2000 sq.Ft., the flat compri...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift Maintenance Staff Water Storage Piped-gas Visitor Parking Park Security Personnel Natural Light Internetwi-fi connectivity Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center,H79344447,"3 BHK flat in  Bhagwanti Apartment ,  Sector 56",56
"3 BHK Flatin Sector 28, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-28-gurgaon-1313-sq-ft-r1-spid-E74585025,,  Suncity Essel Towers,2.3,,1313.0,3 Bedrooms,3 Bathrooms,Others,"Suncity Essel Towers Sector 28, Gurgaon",14th   of 17 Floors,North-East,10+ Year Old,Iffco chowk metro station Mg road metro station Gurgaon Central Mall MGF Metropolitan Arya Samaj Mandir Jain Bhawan Punjab national bank ATM Icici bank ATM Citi bank ATM Standard chartered ATM Kotak mahindra bank ATM Axis bank ATM Privat Hospital Umkal Hospital Sidhesh Hospital Gurgaon Thukral Hospital Lord Krishna Hospital Sitaram Bhartia Community Center Sukhrali Religare Wellness 98.4 Guardian DT Cinemas DT Cinemas PVR Metropolitan PVR Cinames PVR Cinames Indusind bank Abn amro bank Lord krishna bank Hdfc bank Axis bank Kotak mahindra bank Hsbc bank Barbecue Grill Pan Bangkok Pizza Hut NutrioBox Gurugram Roots CCD Belgian Waffle Drunken Monkey Dighent cafe Starbucks Blue Tokai Coffee Roasters Fat Nowhere Brewpub and cafe Park Baluchi American Montessori Bahrisons library,Available for sale 3 bhk in essel tower ivory court for more details please contact,"['2 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '3 Geyser', '1 Microwave', '10 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']",Feng Shui  Vaastu Compliant Security  Fire Alarm Intercom Facility Lift Maintenance Staff Swimming Pool Water Storage Park Visitor Parking Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,E74585025,"3 BHK flat in  Suncity Essel Towers ,  Sector 28",28
"4 BHK Flatin Sector 108, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-4184-sq-ft-spid-D80262925,4.0,  Experion The Heartsong,5.9,4184.0,3245.56,4 Bedrooms,5 Bathrooms,"Pooja Room,Study Room,Servant Room","Experion The Heartsong Sector 108, Gurgaon",14th   of 15 Floors,East,1 to 5 Year Old,"Galleria 108 Mall Dwarka Expressway Central Peripheral Road The Shikshiyan School Manipal Hospital Indira Gandhi International Airport Vivanta New Delhi, Dwarka SkyJumper Trampoline Park Fun N Food Village","Check out this 4 bhk apartment for sale in experion the heartsong, a popular residential project that houses in-Demand flats in sector 108 gurgaon. The flat is east-Facing. The flat occupies a super built up area of 4184 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and 3 balconies. The residentia...","['4 Wardrobe', '1 Exhaust Fan', '4 Light', '1 Modular Kitchen', '8 TV', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",Power Back-up Feng Shui  Vaastu Compliant Security  Fire Alarm Intercom Facility Lift Swimming Pool Maintenance Staff Park Visitor Parking Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,D80262925,"4 BHK flat in  Experion The Heartsong ,  Sector 108",108
"4 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2720-sq-ft-r1-spid-R74465403,3.4,  Godrej Meridien,4.09,2720.0,,4 Bedrooms,5 Bathrooms,"Servant Room,Store Room","Godrej Meridien Sector 106, Gurgaon",31st   of 34 Floors,North,0 to 1 Year Old,"Huda metro station Gurgaon Dreamz Mall Dwarka Expressway Delhi Ajmer Expressway Euro International School, Sector- 109 The NorthCap University Dev Hospital Indira Gandhi International Airport Gurgaon Railway Station Infinity Business Park Hamoni Golf Camp Tau DeviLal Sports Complex","This beautiful 4 bhk flat in sector 106 gurgaon is situated in godrej meridien, one of the popular residential society in gurgaon. This residential flat is north-Facing direction. Containing 4 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2720 s...","['7 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Separate entry for servant room No open drainage around Piped-gas Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Waste Disposal Club house  Community Center Water softening plant,R74465403,"4 BHK flat in  Godrej Meridien ,  Sector 106",106
"3 BHK Flatin Sector 85, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2408-sq-ft-spid-K80301691,4.1,  SS The Leaf,2.7,,2408.0,3 Bedrooms,4 Bathrooms,Servant Room,"SS The Leaf Sector 85, Gurgaon",6th   of 16 Floors,East,1 to 5 Year Old,Sapphire 83 Mall Dwarka Expressway Central Peripheral Road NH 08 Pataudi Road Delhi Public School Sector 84 DPG Institute of Technology Genesis Hospital Sector 84 Indira Gandhi International Airport Imt Manesar Holiday Inn Hotel Sector 90 SkyJumper Trampoline Park Nakhrola Stadium Sector 81A,"This beautiful 3 bhk flat in sector 85 gurgaon is situated in ss the leaf, one of the popular residential society in gurgaon. The flat is east-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 2408 sq.Ft. The flat has a total of 16 floo...","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '7 Light', '5 AC', '1 Curtains', '1 Chimney', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Visitor Parking Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,K80301691,"3 BHK flat in  SS The Leaf ,  Sector 85",85
"3 BHK Flatin Sector 113, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-113-gurgaon-2575-sq-ft-spid-V79429265,3.6,  Tata Gurgaon Gateway,3.85,2575.0,,3 Bedrooms,4 Bathrooms,Servant Room,"Tata Gurgaon Gateway Sector 113, Gurgaon",7th   of 24 Floors,South,1 to 5 Year Old,"Dwarka Sector 21 Metro Station Gurgaon Dreamz Mall Dwarka Expressway Delhi Jaipur Highway Dwarka Expy Red Roses Public School The NorthCap University Mount Carmel School Metro Hospital, Palam Vihar Indira Gandhi International Airport DLF Corporate Park The Oberoi, Gurgaon","This beautiful 3 bhk flat in sector 113 gurgaon is situated in tata gurgaon gateway, one of the popular residential society in gurgaon. This property faces the east direction. Constructed on a super built up area of 2575 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 3 balconies. This flat...","['8 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff Separate entry for servant room No open drainage around Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center,V79429265,"3 BHK flat in  Tata Gurgaon Gateway ,  Sector 113",113
"3 BHK Flatin Sector 99, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-cosmos-express-99-sector-99-gurgaon-1865-sq-ft-spid-E79943891,,  Cosmos Express 99,1.83,1865.0,864.0,3 Bedrooms,3 Bathrooms,,"Cosmos Express 99 Sector 99, Gurgaon",5th   of 13 Floors,North-West,1 to 5 Year Old,Satya The Hive Dwarka Expressway Euro International School Gurugram University Kathuria Hospital Indira Gandhi International Airport Gurgaon Railway Station Emaar Business District 99 Holiday Inn Gurugram Fun and food Village Nehru Stadium,"Cosmos express 99 is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 99 gurgaon is your opportunity to be a part of this community. The flat is north-West-Facing. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built ...","['3 Wardrobe', '4 Light', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Bank Attached Property Visitor Parking Swimming Pool Park Security Personnel Natural Light Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center Water softening plant,E79943891,"3 BHK flat in  Cosmos Express 99 ,  Sector 99",99
